model,risk_seed,source_group,clips,error_reduction,revision_path_reduction,revision_opportunity_reduction,coverage_gap
ridge,12345,test3,5,-0.016025641025641024,0.23333333333333334,0.125,0.06666666666666665
ridge,12345,test4,2,0.0714285714285714,0.16666666666666666,0.14285714285714285,0.33333333333333337
ridge,12345,test5,19,0.2888198757763975,0.3157894736842105,0.17852133840913648,0.07894736842105254
ridge,12345,test6,8,0.12159773771650756,0.125,0.043301519971721464,0.14583333333333337
ridge,12345,test7,10,0.0888888888888889,-0.033333333333333326,-0.0069444444444444475,0.033333333333333326
ridge,12345,test8,7,0.12521008403361344,0.19047619047619047,0.10924369747899157,0.04761904761904756
ridge,12345,test9,3,-0.02614379084967322,0.0,0.0032679738562091526,0.0
masked_fusion,1,test1,9,0.06943236864985713,0.03703703703703698,0.07452490373866599,0.11111111111111105
masked_fusion,1,test10,3,0.1548821548821549,0.5,0.25925925925925924,0.11111111111111105
masked_fusion,1,test11,19,0.2162432086928731,0.04385964912280699,0.057086928731224035,0.07894736842105254
masked_fusion,1,test12,33,0.032283749547593166,0.15151515151515152,0.1298588490770901,0.08585858585858586
masked_fusion,1,test13,13,0.03831645820925156,0.10256410256410259,0.06908874329958309,0.02564102564102566
masked_fusion,1,test14,15,0.14993157714676703,0.06666666666666671,0.022151898734177222,0.0
masked_fusion,1,test15,21,0.0794019933554817,-0.0714285714285714,-0.00182724252491695,0.12698412698412698
masked_fusion,1,test2,23,0.06989641954163606,0.2028985507246377,0.12168664872359514,0.01449275362318847
masked_fusion,1,test3,5,0.041666666666666685,0.2666666666666667,0.125,0.20000000000000007
masked_fusion,1,test4,2,0.0,0.0,0.0,0.0
masked_fusion,1,test5,19,0.09080634223528272,0.12280701754385964,0.08596247618432523,0.01754385964912286
masked_fusion,1,test6,8,0.0989864864864865,0.10416666666666669,0.0858108108108108,0.04166666666666663
masked_fusion,1,test7,10,0.03048914235577982,0.10000000000000003,0.0710682167141917,0.08333333333333326
masked_fusion,1,test8,7,-0.10496696843650599,0.2857142857142857,0.17029606068020553,0.04761904761904756
masked_fusion,1,test9,3,-0.0060606060606061,-0.11111111111111105,-0.03030303030303033,0.05555555555555558
masked_fusion,12,test1,9,0.042971887550200816,0.09259259259259262,0.08460508701472558,0.05555555555555547
masked_fusion,12,test10,3,0.1548821548821549,0.5,0.25925925925925924,0.11111111111111105
masked_fusion,12,test11,19,0.22434705264009058,0.06140350877192979,0.06691194307431067,0.06140350877192979
masked_fusion,12,test12,33,0.035863586358635846,0.16666666666666669,0.13795379537953795,0.08585858585858586
masked_fusion,12,test13,13,0.05067396371744198,0.12820512820512825,0.07905138339920947,0.012820512820512886
masked_fusion,12,test14,15,0.17279348014565632,0.10000000000000003,0.03927518640541011,0.0
masked_fusion,12,test15,21,0.07975042541123084,-0.06349206349206349,-0.0025241066364152243,0.11904761904761907
masked_fusion,12,test2,23,0.08989145183175029,0.21739130434782608,0.1252261420171868,0.036231884057971064
masked_fusion,12,test3,5,0.041666666666666685,0.2666666666666667,0.125,0.20000000000000007
masked_fusion,12,test4,2,0.0,0.0,0.0,0.0
masked_fusion,12,test5,19,0.09248554913294793,0.12280701754385964,0.08092485549132947,0.0
masked_fusion,12,test6,8,0.0989864864864865,0.10416666666666669,0.0858108108108108,0.04166666666666663
masked_fusion,12,test7,10,0.03048914235577982,0.10000000000000003,0.0710682167141917,0.08333333333333326
masked_fusion,12,test8,7,-0.10496696843650599,0.2857142857142857,0.17029606068020553,0.04761904761904756
masked_fusion,12,test9,3,-0.0060606060606061,-0.11111111111111105,-0.03030303030303033,0.05555555555555558
masked_fusion,123,test1,9,0.05094290204295443,0.03703703703703698,0.0582765845992666,0.09259259259259256
masked_fusion,123,test10,3,0.09469696969696972,0.5,0.25,0.16666666666666663
masked_fusion,123,test11,19,0.18052892297858741,0.03508771929824561,0.051134547778843104,0.07894736842105254
masked_fusion,123,test12,33,0.04309764309764308,0.17676767676767677,0.1420875420875421,0.07575757575757569
masked_fusion,123,test13,13,0.06465997770345594,0.10256410256410259,0.06506536941319549,0.012820512820512886
masked_fusion,123,test14,15,0.15933433654952645,0.0888888888888889,0.027396653978932456,0.011111111111111072
masked_fusion,123,test15,21,0.08647550237073831,-0.07936507936507936,-0.011119891623391304,0.12698412698412698
masked_fusion,123,test2,23,0.07827529021558871,0.21014492753623187,0.12396351575456052,0.021739130434782594
masked_fusion,123,test3,5,0.002873563218390829,0.2666666666666667,0.11206896551724138,0.2333333333333334
masked_fusion,123,test4,2,0.0,0.0,0.0,0.0
masked_fusion,123,test5,19,0.07986455518692065,0.12280701754385964,0.07736771898621608,0.0
masked_fusion,123,test6,8,0.0989864864864865,0.10416666666666669,0.0858108108108108,0.04166666666666663
masked_fusion,123,test7,10,0.024412094064949652,0.10000000000000003,0.06629339305711085,0.08333333333333326
masked_fusion,123,test8,7,-0.10496696843650599,0.2857142857142857,0.17029606068020553,0.04761904761904756
masked_fusion,123,test9,3,-0.0060606060606061,-0.11111111111111105,-0.03030303030303033,0.05555555555555558
masked_fusion,1234,test1,9,0.06227013316423585,0.03703703703703698,0.06823081800887759,0.11111111111111105
masked_fusion,1234,test10,3,0.1548821548821549,0.5,0.25925925925925924,0.11111111111111105
masked_fusion,1234,test11,19,0.19304944843014732,0.03508771929824561,0.05770269227802208,0.0964912280701754
masked_fusion,1234,test12,33,0.034137426900584744,0.16161616161616163,0.13508771929824562,0.09090909090909094
masked_fusion,1234,test13,13,0.06465997770345594,0.10256410256410259,0.06506536941319549,0.012820512820512886
masked_fusion,1234,test14,15,0.1659441650771632,0.0888888888888889,0.03242587133691696,0.0
masked_fusion,1234,test15,21,0.09011627906976744,-0.07936507936507936,-0.008832737030411458,0.12698412698412698
masked_fusion,1234,test2,23,0.06989641954163606,0.2028985507246377,0.12168664872359514,0.01449275362318847
masked_fusion,1234,test3,5,0.002873563218390829,0.2666666666666667,0.11206896551724138,0.2333333333333334
masked_fusion,1234,test4,2,0.0,0.0,0.0,0.0
masked_fusion,1234,test5,19,0.07687196863995743,0.11403508771929824,0.07604145903926648,0.00877192982456143
masked_fusion,1234,test6,8,0.0989864864864865,0.10416666666666669,0.0858108108108108,0.04166666666666663
masked_fusion,1234,test7,10,0.03048914235577982,0.10000000000000003,0.0710682167141917,0.08333333333333326
masked_fusion,1234,test8,7,-0.10496696843650599,0.2857142857142857,0.17029606068020553,0.04761904761904756
masked_fusion,1234,test9,3,-0.0060606060606061,-0.11111111111111105,-0.03030303030303033,0.05555555555555558
masked_fusion,12345,test1,9,0.06227013316423585,0.03703703703703698,0.06823081800887759,0.11111111111111105
masked_fusion,12345,test10,3,0.19191919191919193,0.5,0.25925925925925924,0.11111111111111105
masked_fusion,12345,test11,19,0.2162432086928731,0.04385964912280699,0.057086928731224035,0.07894736842105254
masked_fusion,12345,test12,33,0.0411111111111111,0.16666666666666669,0.13666666666666666,0.08080808080808077
masked_fusion,12345,test13,13,0.05344202898550726,0.10256410256410259,0.06642512077294685,0.02564102564102566
masked_fusion,12345,test14,15,0.1659441650771632,0.0888888888888889,0.03242587133691696,0.0
masked_fusion,12345,test15,21,0.10330723384363677,-0.0714285714285714,-0.014461844104242144,0.10317460317460314
masked_fusion,12345,test2,23,0.06989641954163606,0.2028985507246377,0.12168664872359514,0.01449275362318847
masked_fusion,12345,test3,5,0.041666666666666685,0.2666666666666667,0.125,0.20000000000000007
masked_fusion,12345,test4,2,0.0,0.0,0.0,0.0
masked_fusion,12345,test5,19,0.08261909507673909,0.12280701754385964,0.08178858547604809,0.00877192982456143
masked_fusion,12345,test6,8,0.11469161469161471,0.125,0.09286209286209285,0.04166666666666663
masked_fusion,12345,test7,10,0.045464725643896975,0.13333333333333336,0.08734602463605823,0.08333333333333326
masked_fusion,12345,test8,7,-0.10496696843650599,0.2857142857142857,0.17029606068020553,0.04761904761904756
masked_fusion,12345,test9,3,-0.0060606060606061,-0.11111111111111105,-0.03030303030303033,0.05555555555555558
